
Joint Seat Allocation Authority 2025
IITs, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2025-26

 Home
 CSC Login
Opening and Closing Ranks
Round No

2
Institute Type

ALL
Institute Name

ALL
Academic Program

ALL
Seat Type / Category

ALL
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	5169	5521
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	8517	8849
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2742	2965
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3707	3707
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1195	1294
Indian Institute of Technology Bhubaneswar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1764	1764
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	1195	2305
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	4812	5994
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	297	489
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1160	1160
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	41	41
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	928	1290
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	2823	3571
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Female-only (including Supernumerary)	75P	75P
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	174	634
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	459	1252
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	315	474
Indian Institute of Technology Bombay	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	684	684
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	4724	7847
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	13688	13761
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1123	1311
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	2839	2839
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	2786	4014
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	5934	5934
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	2140	2370
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	2950	2950
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1063	1070
Indian Institute of Technology Bombay	Applied Geophysics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1581	1581
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	370	957
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	3432	3432
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	397	397
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	1085	1085
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	742	1018
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	2616	2616
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	OBC-NCL (PwD)	Gender-Neutral	56P	56P
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	24	556
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	1771	1771
Indian Institute of Technology Bombay	BS in Mathematics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	557	557
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	601	2405
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	4813	5969
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	176	176
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	198	198
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	385	500
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1018	1139
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	23P	23P
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	800	1255
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	2840	3552
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	86P	86P
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	443	694
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1124	1242
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	9	9
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	308	469
Indian Institute of Technology Bombay	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	523	649
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	3133	7081
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	9368	10435
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	986	1353
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	2621	2621
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	2801	3611
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	6467	6573
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	1436	2164
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	719	719
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	910	1140
Indian Institute of Technology Bombay	Chemistry (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1540	1540
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2666	4095
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	6085	8597
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	62	202
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	522	725
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1442	1643
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	10P	10P
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	973	1809
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3469	4597
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	80	30P
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	444	934
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	824	1778
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	23	290
Indian Institute of Technology Bombay	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	294	522
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	1	66
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	29	296
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	1	4
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	12	12
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	5	20
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	38	53
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	3	3
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	6	54
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	70	331
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	2	3
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1	31
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	111	270
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	1	1
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	2	19
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	17	76
Indian Institute of Technology Bombay	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST (PwD)	Gender-Neutral	1	1
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	1531	2312
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	3744	4564
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	498	554
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	978	978
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	993	1405
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	2899	3344
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	371	855
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	1565	1565
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	604	691
Indian Institute of Technology Bombay	Economics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	564	564
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	106	418
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	779	1914
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	23	23
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	51	113
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	235	396
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	11	11
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	122	339
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	588	1117
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	20	20
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	57	163
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	345	643
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	7	7
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	21	96
Indian Institute of Technology Bombay	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	196	260
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OPEN	Gender-Neutral	470	830
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OPEN	Female-only (including Supernumerary)	2219	3274
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OPEN (PwD)	Gender-Neutral	29	29
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	EWS	Gender-Neutral	178	265
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	EWS	Female-only (including Supernumerary)	443	621
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	EWS (PwD)	Gender-Neutral	36	36
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL	Gender-Neutral	417	549
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL	Female-only (including Supernumerary)	1211	1542
Indian Institute of Technology Bombay	Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL (PwD)	Gender-Neutral	37	37
